   ;PAY;CNT;PAY_DATE
2262;8746074,7;9175;11.03.2018
2263;29172394,3;31041;12.03.2018
2264;22984583,98;24560;13.03.2018
2265;24342108,47;27007;14.03.2018
2266;28338373,73;34475;15.03.2018
2267;29789733,27;38076;16.03.2018
2268;26590881,94;37184;17.03.2018
2269;13306196,86;17238;18.03.2018
2270;58871757,61;91136;19.03.2018
2271;83326361,03;137062;20.03.2018
2272;90652418,98;151023;21.03.2018
2273;91283560,56;153297;22.03.2018
2274;93964722,59;158652;23.03.2018
2275;77349362,41;130848;24.03.2018
2276;30431048,5;44915;25.03.2018
2277;84274598,94;133243;26.03.2018
2278;64598155,63;99840;27.03.2018
2279;56454428,42;85956;28.03.2018
2280;51574563,6;76105;29.03.2018
2281;55622261,01;80234;30.03.2018
2282;44429769,31;63969;31.03.2018
2283;13770911,68;15549;01.04.2018
2284;33673875,02;39369;02.04.2018
2285;27686963,02;31277;03.04.2018
2286;25831123,98;28260;04.04.2018
2287;25306340,58;28480;05.04.2018
2288;24286183,08;26147;06.04.2018
2289;17838164,47;20080;07.04.2018
2290;9498693,23;10440;08.04.2018
2291;28689919,54;30828;09.04.2018
2292;29658229,25;32713;10.04.2018
2293;26828102,9;28750;11.04.2018
2294;25873054,07;29648;12.04.2018
2295;28150464,32;35225;13.04.2018
2296;22799185,36;30602;14.04.2018
2297;12226735,29;15834;15.04.2018
2298;48993815,88;71433;16.04.2018
2299;53518835,48;84358;17.04.2018
2300;65911692,67;111024;18.04.2018
2301;74427752,26;127529;19.04.2018
2302;82059581,02;141575;20.04.2018
2303;58470033,47;99247;21.04.2018
2304;25069471,39;38738;22.04.2018
2305;90781710,47;154671;23.04.2018
2306;82249546,68;135135;24.04.2018
2307;75863949,88;117696;25.04.2018
2308;69233942,92;99710;26.04.2018
2309;68304626,17;97916;27.04.2018
2310;68784573,03;98311;28.04.2018
2311;20234334,94;28251;29.04.2018
2312;30273905,2;42691;30.04.2018
2313;9938605,81;12590;01.05.2018
2314;12281784,38;18577;02.05.2018
2315;42143078,69;59213;03.05.2018
2316;31264051,79;40176;04.05.2018
2317;20749503,27;28781;05.05.2018
2318;8881822,06;10675;06.05.2018
2319;29211235,36;32082;07.05.2018
2320;30266368,09;33483;08.05.2018
2321;7668927,57;8752;09.05.2018
2322;28818000,22;32452;10.05.2018
2323;24512877,46;26154;11.05.2018
2324;14327992,08;17304;12.05.2018
2325;7591106,68;10907;13.05.2018
2326;26452421,43;36517;14.05.2018
2327;33420996,19;50826;15.05.2018
2328;37821115,14;58404;16.05.2018
2329;42786357,34;71347;17.05.2018
2330;51856006,43;95045;18.05.2018
2331;46451115,48;89923;19.05.2018
2332;23567927,45;49387;20.05.2018
2333;88197650,96;171840;21.05.2018
2334;85331411,66;163593;22.05.2018
2335;88676314,11;158071;23.05.2018
2336;80691490,23;142367;24.05.2018
2337;71931292,19;118625;25.05.2018
2338;40674232,75;67711;26.05.2018
2339;16684872,43;24826;27.05.2018
2340;65992986,12;105852;28.05.2018
2341;56610267,62;88837;29.05.2018
2342;56555148,55;84400;30.05.2018
2343;60074011,25;81125;31.05.2018
2344;32446062,61;37939;01.06.2018
2345;19118794,06;24194;02.06.2018
2346;10040139,7;12898;03.06.2018
2347;29239654,54;34718;04.06.2018
2348;28040412,18;32334;05.06.2018
2349;25220118,21;29471;06.06.2018
2350;23483141,88;26024;07.06.2018
2351;25925300,02;29318;08.06.2018
2352;27850645,4;33196;09.06.2018
2353;11180542,52;13975;10.06.2018
2354;10591751,43;13048;11.06.2018
2355;7976320,01;9625;12.06.2018
2356;30287722,48;35976;13.06.2018
2357;28402309,51;37249;14.06.2018
2358;33229567,91;48905;15.06.2018
2359;23824118,79;37650;16.06.2018
2360;11453609,28;16794;17.06.2018
2361;52929693,38;94634;18.06.2018
2362;60623174,78;112123;19.06.2018
2363;78646193,13;148512;20.06.2018
2364;77084429,15;147568;21.06.2018
2365;73592891;142198;22.06.2018
2366;53391828,66;104694;23.06.2018
2367;20704825,49;35017;24.06.2018
2368;79434876,5;151089;25.06.2018
2369;62206403,98;109333;26.06.2018
2370;54666840,55;91790;27.06.2018
2371;53906790,2;86591;28.06.2018
2372;59814232,29;92794;29.06.2018
2373;46625863,06;74225;30.06.2018
2374;13692484,49;17482;01.07.2018
2375;34819817,03;45047;02.07.2018
2376;30645230,68;40465;03.07.2018
2377;26355712,04;32825;04.07.2018
2378;25593835,94;31730;05.07.2018
2379;23691226,56;28883;06.07.2018
2380;17200128,56;21943;07.07.2018
2381;7977864,62;10231;08.07.2018
2382;27483583,84;34025;09.07.2018
2383;27692577,93;33882;10.07.2018
2384;24103258,87;28006;11.07.2018
2385;22320647,56;28757;12.07.2018
2386;23590527,22;34190;13.07.2018
2387;16911112,26;26882;14.07.2018
2388;9720730,6;14339;15.07.2018
2389;37220093,97;65720;16.07.2018
2390;41577154,46;78713;17.07.2018
2391;47207441,54;92620;18.07.2018
2392;52451816,73;105503;19.07.2018
2393;60751842,1;121502;20.07.2018
2394;39541494,06;79576;21.07.2018
2395;17152471,77;30363;22.07.2018
2396;73003950,97;151792;23.07.2018
2397;70294554,78;142748;24.07.2018
2398;62920424,69;122225;25.07.2018
2399;50731475,92;94830;26.07.2018
2400;46540590,74;84784;27.07.2018
2401;30829846,69;58150;28.07.2018
2402;12778347,21;21571;29.07.2018
2403;57931682,9;104724;30.07.2018
2404;53697016,28;91021;31.07.2018
2405;29489073,99;41633;01.08.2018
2406;24095351,78;32830;02.08.2018
2407;21813108,53;29550;03.08.2018
2408;15001624,84;21865;04.08.2018
2409;10134999,43;14629;05.08.2018
2410;25613828,44;34337;06.08.2018
2411;22090949,23;28247;07.08.2018
2412;21203425,14;25716;08.08.2018
2413;19735345,58;25244;09.08.2018
2414;20145128,12;27187;10.08.2018
2415;14054947,95;18687;11.08.2018
2416;7875193,62;10247;12.08.2018
2417;24153040,14;31755;13.08.2018
2418;29573025,6;39214;14.08.2018
2419;30996907,46;44206;15.08.2018
2420;31462283,55;49601;16.08.2018
2421;36219096,85;61380;17.08.2018
2422;29085470,05;56686;18.08.2018
2423;14685407,27;24354;19.08.2018
2424;66713523,08;135822;20.08.2018
2425;66777000,16;138385;21.08.2018
2426;68706662,87;144783;22.08.2018
2427;64755134,93;133726;23.08.2018
2428;64740730,28;132714;24.08.2018
2429;45260074,74;91817;25.08.2018
2430;18176800,2;30015;26.08.2018
2431;65481322,79;122345;27.08.2018
2432;57179714,24;101010;28.08.2018
2433;48839791,14;83550;29.08.2018
2434;54750541,18;91975;30.08.2018
2435;55672682,69;87625;31.08.2018
2436;20945301,91;30046;01.09.2018
2437;10696899,52;14306;02.09.2018
2438;31897257,44;44066;03.09.2018
2439;27419622,59;36053;04.09.2018
2440;30051858,26;39510;05.09.2018
2441;24977459,98;31170;06.09.2018
2442;20949451,86;26219;07.09.2018
2443;14288663,71;18630;08.09.2018
2444;7571826,91;10112;09.09.2018
2445;27650013,33;34317;10.09.2018
2446;24839477,92;28589;11.09.2018
2447;23707984,1;27514;12.09.2018
2448;23391385,24;31362;13.09.2018
2449;30946518,94;44473;14.09.2018
2450;26938860,26;45646;15.09.2018
2451;13734163,06;20504;16.09.2018
2452;46598838,94;85068;17.09.2018
2453;58140796,41;110464;18.09.2018
2454;62398406,73;121985;19.09.2018
2455;76759070,77;148661;20.09.2018
2456;71424590;139457;21.09.2018
2457;48960575,94;98181;22.09.2018
2458;23093559,2;39206;23.09.2018
2459;85708350,71;168471;24.09.2018
2460;75095950,21;136839;25.09.2018
2461;51805497,39;87864;26.09.2018
2462;53730584,33;93807;27.09.2018
2463;59206335,19;100909;28.09.2018
2464;47199460,41;81317;29.09.2018
2465;27243794,64;41018;30.09.2018
2466;41185252,19;57809;01.10.2018
2467;29432311,86;39203;02.10.2018
2468;28234158,07;36338;03.10.2018
2469;24396894,9;30081;04.10.2018
2470;23993467,11;29492;05.10.2018
2471;17408961,06;23005;06.10.2018
2472;8546991,78;10448;07.10.2018
2473;25580024,01;30313;08.10.2018
2474;26827192,98;32337;09.10.2018
2475;27833169,02;33023;10.10.2018
2476;23779127,77;27215;11.10.2018
2477;24181540,37;31146;12.10.2018
2478;21836414,43;33725;13.10.2018
2479;13286425,49;19799;14.10.2018
2480;50343949,77;90965;15.10.2018
2481;58809063,17;113236;16.10.2018
2482;65385142,41;126032;17.10.2018
2483;64847743,27;124852;18.10.2018
2484;65885843,56;129719;19.10.2018
2485;56221432,5;111338;20.10.2018
2486;22120055,86;36912;21.10.2018
2487;71858488,16;137285;22.10.2018
2488;70208483,97;132646;23.10.2018
2489;69318388;125891;24.10.2018
2490;59147443,34;102372;25.10.2018
2491;46942727,14;76111;26.10.2018
2492;36596665,41;60626;27.10.2018
2493;17883834,3;26678;28.10.2018
2494;55798789,61;87800;29.10.2018
2495;55457517,92;83863;30.10.2018
2496;55341110,79;77114;31.10.2018
2497;27107994,93;32884;01.11.2018
2498;22580564,45;27172;02.11.2018
2499;17768920,16;23263;03.11.2018
2500;8430130,03;11426;04.11.2018
2501;11947598,76;15773;05.11.2018
2502;32203158,98;36983;06.11.2018
2503;27235104,34;30550;07.11.2018
2504;23130029,52;26164;08.11.2018
2505;24844543,91;28630;09.11.2018
2506;20663101,16;26245;10.11.2018
2507;11784011,66;14430;11.11.2018
2508;35113671,56;45584;12.11.2018
2509;34702415,38;48193;13.11.2018
2510;52137240,56;83990;14.11.2018
2511;63430888,71;110795;15.11.2018
2512;65879815,89;124622;16.11.2018
2513;52852020,19;102660;17.11.2018
2514;22511951,1;35061;18.11.2018
2515;79927535,48;148465;19.11.2018
2516;79976173,64;140453;20.11.2018
2517;71699796,79;129996;21.11.2018
2518;66277810,75;116089;22.11.2018
2519;66453712,68;115455;23.11.2018
2520;56153200,02;98402;24.11.2018
2521;26181393,23;39605;25.11.2018
2522;60544758,84;97353;26.11.2018
2523;51664883,99;80146;27.11.2018
2524;49495373,23;74090;28.11.2018
2525;54235625,47;78052;29.11.2018
2526;62649493,87;90421;30.11.2018
2527;24965320,24;33136;01.12.2018
2528;12598088,13;15209;02.12.2018
2529;32284906,1;38579;03.12.2018
2530;26216651,11;29545;04.12.2018
2531;26613508,76;30742;05.12.2018
2532;24062916,12;26796;06.12.2018
2533;26162907,64;27602;07.12.2018
2534;21044733,03;23625;08.12.2018
2535;11754022,49;13404;09.12.2018
2536;34322690,85;37779;10.12.2018
2537;29313380,41;32513;11.12.2018
2538;34600880,8;44189;12.12.2018
2539;47364250,64;68686;13.12.2018
2540;61034947,8;101051;14.12.2018
2541;56311091,23;98212;15.12.2018
2542;31081509,71;48759;16.12.2018
2543;82388647,82;142081;17.12.2018
2544;78027680,33;136293;18.12.2018
2545;75840275,71;132742;19.12.2018
2546;79976464,98;135310;20.12.2018
2547;75308667,35;125832;21.12.2018
2548;61481283,05;107103;22.12.2018
2549;36723223,27;58148;23.12.2018
2550;89747220,26;144627;24.12.2018
2551;75578326,99;114151;25.12.2018
2552;64897256,81;93868;26.12.2018
2553;59950525,62;83779;27.12.2018
2554;63666508,57;83585;28.12.2018
2555;62572649,57;80986;29.12.2018
2556;37336692,41;49383;30.12.2018
2557;15966595,48;18610;31.12.2018
2558;3725947,17;4475;01.01.2019
2559;5282829,1;6508;02.01.2019
2560;7271119,49;9590;03.01.2019
2561;8157553,63;10449;04.01.2019
2562;9138342,16;12371;05.01.2019
2563;7300783;9958;06.01.2019
2564;5460341,83;6300;07.01.2019
2565;7953922,46;9218;08.01.2019
2566;34448061,23;40530;09.01.2019
2567;35651497,77;41345;10.01.2019
2568;27429329,15;32072;11.01.2019
2569;22172941,6;28918;12.01.2019
2570;12037579,07;14707;13.01.2019
2571;44631430,72;64020;14.01.2019
2572;60167693,33;92760;15.01.2019
2573;67744846,56;114087;16.01.2019
2574;66034075,23;113909;17.01.2019
2575;76906466,65;132855;18.01.2019
2576;60468596,28;108968;19.01.2019
2577;31441616,22;48085;20.01.2019
2578;84888857,33;147251;21.01.2019
2579;79419463,7;135477;22.01.2019
2580;75581928,03;126487;23.01.2019
2581;72697260,89;118369;24.01.2019
2582;64764976,5;103447;25.01.2019
2583;44506752,8;73220;26.01.2019
2584;19721000,18;27871;27.01.2019
2585;59492478,45;86785;28.01.2019
2586;57259027,69;81302;29.01.2019
2587;56497607,96;80037;30.01.2019
2588;58145525,97;76284;31.01.2019
2589;30287726,46;32635;01.02.2019
2590;20219499,88;23664;02.02.2019
2591;13704553,66;15908;03.02.2019
2592;27419663,53;30229;04.02.2019
2593;34943487,28;37291;05.02.2019
2594;31355689,17;33513;06.02.2019
2595;21241500,54;21486;07.02.2019
2596;31617439,17;36370;08.02.2019
2597;22770992,25;29994;09.02.2019
2598;12861098,44;16756;10.02.2019
2599;48498038,69;59396;11.02.2019
2600;46618274,37;63655;12.02.2019
2601;54021572,82;81697;13.02.2019
2602;57548523,03;93466;14.02.2019
2603;64519764,37;108272;15.02.2019
2604;54364966,9;93929;16.02.2019
2605;23148414,92;33646;17.02.2019
2606;71618481,63;122479;18.02.2019
2607;71839804,07;121258;19.02.2019
2608;79863062,49;129481;20.02.2019
2609;77520672,44;124500;21.02.2019
2610;76652693,81;129248;22.02.2019
2611;28426882,19;40788;23.02.2019
2612;33677828,01;47738;24.02.2019
2613;100376156,7;156735;25.02.2019
2614;75102911,28;110873;26.02.2019
2615;73631772,54;105960;27.02.2019
2616;88123732,9;118268;28.02.2019
2617;42704955,4;48841;01.03.2019
2618;26759739,81;33490;02.03.2019
2619;15789305,95;18783;03.03.2019
2620;33416763,42;39897;04.03.2019
2621;29217674,87;33489;05.03.2019
2622;25440382,98;27911;06.03.2019
2623;24620325,99;26786;07.03.2019
2624;13191056,07;14598;08.03.2019
2625;14170186,14;16640;09.03.2019
2626;13873096,38;16208;10.03.2019
2627;33662628,7;36828;11.03.2019
2628;35269880,35;42349;12.03.2019
2629;45115118,22;66052;13.03.2019
2630;58075802,12;95293;14.03.2019
2631;72472890,19;124319;15.03.2019
2632;57680330,25;105341;16.03.2019
2633;25820512,44;39335;17.03.2019
2634;79612413,47;142512;18.03.2019
2635;75811159,14;136158;19.03.2019
2636;81148440,59;140083;20.03.2019
2637;75570063,01;128670;21.03.2019
2638;73003651,34;125793;22.03.2019
2639;60680945;104492;23.03.2019
2640;30528318,51;45643;24.03.2019
2641;82127482,21;133056;25.03.2019
2642;52997956,29;79671;26.03.2019
2643;51759429,82;76968;27.03.2019
2644;52077414,65;73383;28.03.2019
2645;52231705,3;74828;29.03.2019
2646;41446894,45;62978;30.03.2019
2647;25476521,72;33508;31.03.2019
2648;35021897,46;41532;01.04.2019
2649;26031061,39;29608;02.04.2019
2650;24348610,3;27410;03.04.2019
2651;22724773,16;24321;04.04.2019
2652;25423290,31;29190;05.04.2019
2653;17375019,86;20807;06.04.2019
2654;9767484,76;11037;07.04.2019
2655;23304514,95;24611;08.04.2019
2656;26729704,01;28484;09.04.2019
2657;34255060,25;40743;10.04.2019
2658;39527181,34;52693;11.04.2019
2659;49969050,53;81695;12.04.2019
2660;43202987,54;76337;13.04.2019
2661;21766386,53;32622;14.04.2019
2662;71274027,34;128538;15.04.2019
2663;67693747,9;120211;16.04.2019
2664;65570052,35;116763;17.04.2019
2665;59746929,55;106139;18.04.2019
2666;64180418,08;118048;19.04.2019
2667;53420969,19;98550;20.04.2019
2668;23900925,41;38752;21.04.2019
2669;77053102,23;136969;22.04.2019
2670;71682094,44;125597;23.04.2019
2671;66889296,26;115849;24.04.2019
2672;62642578,26;102029;25.04.2019
2673;50569983,46;78508;26.04.2019
2674;34848752,03;56946;27.04.2019
2675;17458483;24906;28.04.2019
2676;64167650,48;98552;29.04.2019
2677;68321265,23;98852;30.04.2019
2678;14914697,49;17273;01.05.2019
2679;11300104,93;13466;02.05.2019
2680;14817351,31;19730;03.05.2019
2681;14083413,06;19043;04.05.2019
2682;12857282,5;16935;05.05.2019
2683;34072748,56;40864;06.05.2019
2684;33817801,51;38463;07.05.2019
2685;30879007,44;37718;08.05.2019
2686;8802415,13;10696;09.05.2019
2687;12980738,15;17213;10.05.2019
2688;12194150,41;16923;11.05.2019
2689;12204579,37;16360;12.05.2019
2690;40150868,31;56490;13.05.2019
2691;45197839,5;68100;14.05.2019
2692;60665621,16;105058;15.05.2019
2693;65506831,85;124595;16.05.2019
2694;65388933,72;128155;17.05.2019
2695;45738366,61;91888;18.05.2019
2696;20817489,96;35232;19.05.2019
2697;84890864,08;163371;20.05.2019
2698;77136962,34;142478;21.05.2019
2699;73708359,15;134379;22.05.2019
2700;69459892,27;121824;23.05.2019
2701;66103852,57;118790;24.05.2019
2702;47516429,33;83330;25.05.2019
2703;21642359,35;31956;26.05.2019
2704;57633498;92757;27.05.2019
2705;50680311,11;81366;28.05.2019
2706;45344551,29;68783;29.05.2019
2707;49466619,7;74356;30.05.2019
2708;50426559,8;70882;31.05.2019
2709;19201821,81;24926;01.06.2019
2710;10335974,88;12650;02.06.2019
2711;31465112,49;38420;03.06.2019
2712;26090437,03;30338;04.06.2019
2713;34655667,37;42283;05.06.2019
2714;26967176,65;31998;06.06.2019
2715;21665631,64;25041;07.06.2019
2716;12604931,76;16425;08.06.2019
2717;9951389,43;12927;09.06.2019
2718;33822583,68;45359;10.06.2019
2719;36233519,28;51265;11.06.2019
2720;16798938,64;23170;12.06.2019
2721;45387499,33;74208;13.06.2019
2722;52240927,95;91531;14.06.2019
2723;40073851,23;75468;15.06.2019
2724;20098019,37;31316;16.06.2019
2725;69735661,93;135462;17.06.2019
2726;66286684,84;128588;18.06.2019
2727;65520777,51;125203;19.06.2019
2728;72913324,47;134800;20.06.2019
2729;64636414,05;123771;21.06.2019
2730;45444493,7;89388;22.06.2019
2731;24114203,6;39633;23.06.2019
2732;77940783,42;150042;24.06.2019
2733;67970758,58;121894;25.06.2019
2734;51924828,3;87656;26.06.2019
2735;49816026,01;82843;27.06.2019
2736;56574031,43;91313;28.06.2019
2737;37889960,43;65762;29.06.2019
2738;27358768,23;39511;30.06.2019
2739;35419727,97;48623;01.07.2019
2740;27498230,37;35911;02.07.2019
2741;27522803,92;35176;03.07.2019
2742;25344792,59;32280;04.07.2019
2743;33691662,26;41916;05.07.2019
2744;18214509,81;23877;06.07.2019
2745;10228636,17;12964;07.07.2019
2746;26553990,49;32411;08.07.2019
2747;26306758,81;34504;09.07.2019
2748;37925580,52;56224;10.07.2019
2749;38144548,6;59119;11.07.2019
2750;39383567,04;66303;12.07.2019
2751;31543119,47;61294;13.07.2019
2752;15817970,08;25750;14.07.2019
2753;57931248,26;116681;15.07.2019
2754;59694390,05;119532;16.07.2019
2755;55766176,05;112896;17.07.2019
2756;50071338,31;103294;18.07.2019
2757;57220609,78;117757;19.07.2019
2758;47820733,53;101706;20.07.2019
2759;18365036,76;33299;21.07.2019
2760;64435437,16;136615;22.07.2019
2761;58596289,55;119644;23.07.2019
2762;54542398,97;110238;24.07.2019
2763;52973477,84;98782;25.07.2019
2764;38765327,8;67502;26.07.2019
2765;23329330,03;42511;27.07.2019
2766;14680711,96;22829;28.07.2019
2767;49366617,58;86098;29.07.2019
2768;47269460,82;81161;30.07.2019
2769;48518731,14;76692;31.07.2019
2770;25340063,56;33462;01.08.2019
2771;20367336,99;26406;02.08.2019
2772;16526985,03;24060;03.08.2019
2773;11431926,3;16525;04.08.2019
2774;28328453,39;38678;05.08.2019
2775;23062013,43;30484;06.08.2019
2776;19064709,83;24398;07.08.2019
2777;21094027,91;23918;08.08.2019
2778;27999666,51;35531;09.08.2019
2779;17531745,21;24212;10.08.2019
2780;9285027,55;12639;11.08.2019
2781;25843292,18;34739;12.08.2019
2782;31460449,54;48167;13.08.2019
2783;42218049,76;74058;14.08.2019
2784;56310184,74;107489;15.08.2019
2785;59512039,99;119644;16.08.2019
2786;41359042,4;86923;17.08.2019
2787;19344074,27;33436;18.08.2019
2788;71815609,48;147770;19.08.2019
2789;76667059,66;153960;20.08.2019
2790;68599580,71;136514;21.08.2019
2791;63857621,79;126617;22.08.2019
2792;61626216,33;120610;23.08.2019
2793;45301444,95;88477;24.08.2019
2794;21862139,53;37100;25.08.2019
2795;57445811,78;103966;26.08.2019
2796;47776233,67;82554;27.08.2019
2797;43492136,65;72058;28.08.2019
2798;40796437,72;66660;29.08.2019
2799;42707714,39;71361;30.08.2019
2800;33801029,48;54827;31.08.2019
2801;11909227,44;14925;01.09.2019
2802;26335216,19;34335;02.09.2019
2803;28094800,4;35756;03.09.2019
2804;25379462,82;32091;04.09.2019
2805;26882311,84;33990;05.09.2019
2806;22774387,68;28630;06.09.2019
2807;17181157;21664;07.09.2019
2808;12206618,81;15489;08.09.2019
2809;29875836,9;36599;09.09.2019
2810;29808705,58;38563;10.09.2019
2811;32967497,37;44877;11.09.2019
2812;37163767,45;56341;12.09.2019
2813;40342467,38;68633;13.09.2019
2814;35084938,53;66810;14.09.2019
2815;20162780,22;31399;15.09.2019
2816;60886236,41;116663;16.09.2019
2817;61255445,23;119142;17.09.2019
2818;60687778,93;125194;18.09.2019
2819;62157767,85;126116;19.09.2019
2820;67409365,03;132976;20.09.2019
2821;45125813,88;90724;21.09.2019
2822;24508322,38;41462;22.09.2019
2823;72513124,11;146333;23.09.2019
2824;64033857,15;124765;24.09.2019
2825;60156592,29;108337;25.09.2019
2826;46221133,05;78759;26.09.2019
2827;44439928,6;75468;27.09.2019
2828;35637036,18;61849;28.09.2019
2829;23666436,04;34790;29.09.2019
2830;71026723,57;110787;30.09.2019
2831;30874567,06;37291;01.10.2019
2832;24411819,44;29323;02.10.2019
2833;27546689,87;33686;03.10.2019
2834;24146387,56;29342;04.10.2019
2835;19663430,5;24916;05.10.2019
2836;17289227,22;21473;06.10.2019
2837;29659456,85;33363;07.10.2019
2838;25817747,73;27792;08.10.2019
2839;26437933,25;31335;09.10.2019
2840;37755661,64;48281;10.10.2019
2841;39681103,58;58118;11.10.2019
2842;31810363,7;49799;12.10.2019
2843;18801849,78;26316;13.10.2019
2844;50485096,37;85941;14.10.2019
2845;65022528,52;117785;15.10.2019
2846;62695972,43;119350;16.10.2019
2847;58417666,99;109365;17.10.2019
2848;62717455,58;123275;18.10.2019
2849;49396058,3;96584;19.10.2019
2850;30717183,44;50197;20.10.2019
2851;74463255,48;141256;21.10.2019
2852;66472363,16;123370;22.10.2019
2853;62292824,95;113703;23.10.2019
2854;56180615,7;99475;24.10.2019
2855;57815252,28;97330;25.10.2019
2856;35353769,5;57692;26.10.2019
2857;18981080,81;28429;27.10.2019
2858;53909464,62;82943;28.10.2019
2859;46022675,93;67894;29.10.2019
2860;47829061,68;72424;30.10.2019
2861;48399331,92;68267;31.10.2019
2862;24528014,76;27751;01.11.2019
2863;16466090,35;19968;02.11.2019
2864;11458840,92;14598;03.11.2019
2865;12468634,95;15539;04.11.2019
2866;33893924,12;39506;05.11.2019
2867;36063044,62;40612;06.11.2019
2868;27382781,83;28635;07.11.2019
2869;25398784,34;28744;08.11.2019
2870;20593461,54;24353;09.11.2019
2871;15934158,08;19835;10.11.2019
2872;32615068,17;37905;11.11.2019
2873;37500440,4;48401;12.11.2019
2874;40459749,26;57381;13.11.2019
2875;48220326,04;70226;14.11.2019
2876;54366347,82;89237;15.11.2019
2877;47074479,85;85753;16.11.2019
2878;26095364,32;41319;17.11.2019
2879;71894900,27;136990;18.11.2019
2880;74596268,45;145427;19.11.2019
2881;86706826,1;157606;20.11.2019
2882;80424337,82;143167;21.11.2019
2883;74333758,81;136187;22.11.2019
2884;58566251,68;108564;23.11.2019
2885;32141290,77;49721;24.11.2019
2886;76865404,6;129795;25.11.2019
2887;58112639,56;90214;26.11.2019
2888;50344656,14;77375;27.11.2019
2889;51843027,31;76659;28.11.2019
2890;54525356,34;78919;29.11.2019
2891;51220392,35;74983;30.11.2019
2892;18841027,85;21269;01.12.2019
2893;36060097,11;40191;02.12.2019
2894;30785972,28;32845;03.12.2019
2895;26251776,31;27986;04.12.2019
2896;35731797,74;39172;05.12.2019
2897;27955688,33;29072;06.12.2019
2898;17619408,03;19992;07.12.2019
2899;12558974,95;13922;08.12.2019
2900;30245632,17;33412;09.12.2019
2901;40898467,21;49437;10.12.2019
2902;46592882,45;60483;11.12.2019
2903;55034074,68;84228;12.12.2019
2904;67112413,8;107358;13.12.2019
2905;52266705,52;88247;14.12.2019
2906;31958997,1;47072;15.12.2019
2907;78842835,45;131160;16.12.2019
2908;72589289,73;120976;17.12.2019
2909;68271842,43;108635;18.12.2019
2910;75444729,88;119110;19.12.2019
2911;85922216,9;139706;20.12.2019
2912;62269844,13;105631;21.12.2019
2913;35289474,22;52929;22.12.2019
2914;86953041,98;138407;23.12.2019
2915;80964368,05;125424;24.12.2019
2916;82163929,67;117968;25.12.2019
2917;62495857,67;84895;26.12.2019
2918;57978606,28;75262;27.12.2019
2919;47895624,35;65208;28.12.2019
2920;27974119,09;35702;29.12.2019
2921;59471255,74;74187;30.12.2019
2922;32437043,39;32710;31.12.2019
2923;5950103,77;6494;01.01.2020
2924;7354485,85;8619;02.01.2020
2925;9745614,07;12213;03.01.2020
2926;8933616,77;11374;04.01.2020
2927;11325573,81;14871;05.01.2020
2928;11882651,67;14635;06.01.2020
2929;10231746,07;12062;07.01.2020
2930;12202565,13;13583;08.01.2020
2931;36563612,75;41905;09.01.2020
2932;40165523,07;47742;10.01.2020
2933;29395843,81;39542;11.01.2020
2934;17812128,11;22743;12.01.2020
2935;44216516,98;62997;13.01.2020
2936;53002495,38;84764;14.01.2020
2937;65445860,17;109353;15.01.2020
2938;68002895,77;116804;16.01.2020
2939;74154594,15;132860;17.01.2020
2940;59049268,81;108573;18.01.2020
2941;30345206,78;45021;19.01.2020
2942;93959388,38;159930;20.01.2020
2943;83219806,95;139504;21.01.2020
2944;74194746,24;124034;22.01.2020
2945;69355728,75;112997;23.01.2020
2946;77474771,18;122440;24.01.2020
2947;58950560,02;92075;25.01.2020
2948;27685114,6;36807;26.01.2020
2949;54821805,51;81321;27.01.2020
2950;51137117,9;71488;28.01.2020
2951;45517130,14;63542;29.01.2020
2952;46130932,46;62949;30.01.2020
2953;52149256,35;65773;31.01.2020
2954;15688444,23;18852;01.02.2020
2955;23362335,81;24904;02.02.2020
2956;29271394,35;29928;03.02.2020
2957;25968011,84;26763;04.02.2020
2958;34545321,55;36283;05.02.2020
2959;30236566,46;30962;06.02.2020
2960;23502795,08;24124;07.02.2020
2961;18565580,01;21415;08.02.2020
2962;15028393,7;17446;09.02.2020
2963;43947934,67;51712;10.02.2020
2964;46284825,99;59473;11.02.2020
2965;52672626,45;77035;12.02.2020
2966;56383587,26;90596;13.02.2020
2967;62441368,51;106222;14.02.2020
2968;58614475,41;98478;15.02.2020
2969;29300881,53;40932;16.02.2020
2970;74634958,43;122598;17.02.2020
2971;71001986,1;117595;18.02.2020
2972;73003140,83;124131;19.02.2020
2973;83862464,44;138575;20.02.2020
2974;78684669,4;133091;21.02.2020
2975;58592216,69;98286;22.02.2020
2976;18320113,84;24681;23.02.2020
2977;42144546,16;63219;24.02.2020
2978;96045291,15;149815;25.02.2020
2979;67090482,57;97036;26.02.2020
2980;62007304,88;88627;27.02.2020
2981;68975025,42;94531;28.02.2020
2982;59197547,29;82192;29.02.2020
2983;20028837,98;22114;01.03.2020
2984;34881147,9;37779;02.03.2020
2985;29938714,66;32894;03.03.2020
2986;29818072,24;32246;04.03.2020
2987;35971862,78;38953;05.03.2020
2988;26346867,45;28122;06.03.2020
2989;17508318,02;19160;07.03.2020
2990;7317897,09;8200;08.03.2020
2991;13147889,61;14933;09.03.2020
2992;36035170,45;38780;10.03.2020
2993;36633526,11;43317;11.03.2020
2994;45684082,28;63503;12.03.2020
2995;56762248,65;93344;13.03.2020
2996;52202525,48;92895;14.03.2020
2997;29895495,81;44224;15.03.2020
