   ;PAY;CNT;PAY_DATE
1526;17031588,39;18772;05.03.2016
1527;4500453,51;4919;06.03.2016
1528;6161005,94;6752;07.03.2016
1529;3026173,37;3309;08.03.2016
1530;22805721,52;24438;09.03.2016
1531;23545421,63;25031;10.03.2016
1532;22482084,63;23052;11.03.2016
1533;20896963,67;24974;12.03.2016
1534;7670721,8;9705;13.03.2016
1535;39118100,15;54632;14.03.2016
1536;54217548,94;81123;15.03.2016
1537;62758147,24;98876;16.03.2016
1538;64336972,42;103285;17.03.2016
1539;67340901,87;109014;18.03.2016
1540;57915802,35;92577;19.03.2016
1541;17698998,21;26840;20.03.2016
1542;68525151,77;107723;21.03.2016
1543;64319025,27;98314;22.03.2016
1544;57490996,83;86922;23.03.2016
1545;54781850,8;82577;24.03.2016
1546;52077450,63;75919;25.03.2016
1547;37857024,99;55367;26.03.2016
1548;10923238,66;15751;27.03.2016
1549;50053105,48;71036;28.03.2016
1550;44050318,2;60881;29.03.2016
1551;45554139,71;59709;30.03.2016
1552;45290976,86;55688;31.03.2016
1553;26716061,59;27065;01.04.2016
1554;19307891,46;20198;02.04.2016
1555;6011181,32;6446;03.04.2016
1556;24994207,09;25062;04.04.2016
1557;21865805,17;21302;05.04.2016
1558;21399329,82;19992;06.04.2016
1559;19058360,87;18774;07.04.2016
1560;18956764,27;19066;08.04.2016
1561;16249335,65;16979;09.04.2016
1562;5681163,54;6239;10.04.2016
1563;20958133,45;21162;11.04.2016
1564;20154092,62;21644;12.04.2016
1565;25535936,03;33062;13.04.2016
1566;32911245,71;46952;14.04.2016
1567;53323882,77;87668;15.04.2016
1568;48999657,37;80494;16.04.2016
1569;14314176,25;21894;17.04.2016
1570;68182906,05;114128;18.04.2016
1571;64271175,2;104309;19.04.2016
1572;66155417,93;106869;20.04.2016
1573;59925205,36;95214;21.04.2016
1574;57010512,79;91387;22.04.2016
1575;49021228,7;79234;23.04.2016
1576;14822938;23425;24.04.2016
1577;66622737,66;105890;25.04.2016
1578;53440360,38;80030;26.04.2016
1579;48181210,56;69831;27.04.2016
1580;48315507,17;68294;28.04.2016
1581;51429620,12;71003;29.04.2016
1582;37866514,71;53512;30.04.2016
1583;4184551,8;4996;01.05.2016
1584;3956854,5;4744;02.05.2016
1585;5229189,45;6367;03.05.2016
1586;29871928,25;33703;04.05.2016
1587;24934535,05;28050;05.05.2016
1588;23257185,9;25145;06.05.2016
1589;11441303,06;13149;07.05.2016
1590;3104691,69;3667;08.05.2016
1591;2890429,07;3491;09.05.2016
1592;23063764,08;25782;10.05.2016
1593;22950431,96;24658;11.05.2016
1594;23352247,24;28061;12.05.2016
1595;26062587,38;34672;13.05.2016
1596;19793548,64;28787;14.05.2016
1597;7749457,82;11071;15.05.2016
1598;41887628,47;65227;16.05.2016
1599;51938897,49;86001;17.05.2016
1600;61404686,49;103632;18.05.2016
1601;63172423,08;108535;19.05.2016
1602;65615732,4;112149;20.05.2016
1603;47751935,25;80671;21.05.2016
1604;14066515,27;23192;22.05.2016
1605;68491252,1;115867;23.05.2016
1606;64213429,23;106479;24.05.2016
1607;60485232,94;95466;25.05.2016
1608;50755231,21;77122;26.05.2016
1609;45388743,62;67578;27.05.2016
1610;31278626,19;48652;28.05.2016
1611;9398486,16;14050;29.05.2016
1612;50754613,03;77261;30.05.2016
1613;47340967,17;67241;31.05.2016
1614;27473046,79;32108;01.06.2016
1615;20962478,72;24013;02.06.2016
1616;20159286,36;22183;03.06.2016
1617;13513559,54;15687;04.06.2016
1618;5263330,54;5973;05.06.2016
1619;21492646,93;23722;06.06.2016
1620;20319967,7;22166;07.06.2016
1621;16568919,07;18068;08.06.2016
1622;18509031,63;21053;09.06.2016
1623;22531122,5;27130;10.06.2016
1624;15846650,32;20327;11.06.2016
1625;4515848,58;5798;12.06.2016
1626;9159287,88;13312;13.06.2016
1627;36863952,81;58806;14.06.2016
1628;45639312,44;78372;15.06.2016
1629;50135096,98;88935;16.06.2016
1630;54395912,1;99976;17.06.2016
1631;40931862,88;74119;18.06.2016
1632;10918381,65;18120;19.06.2016
1633;61566550,58;115762;20.06.2016
1634;58054226,12;103327;21.06.2016
1635;55997104,35;98552;22.06.2016
1636;51391998,41;88671;23.06.2016
1637;47909941,94;83594;24.06.2016
1638;34122025,57;59608;25.06.2016
1639;8262828,45;13539;26.06.2016
1640;46174060,78;76672;27.06.2016
1641;42735462,55;67905;28.06.2016
1642;46848502,89;72549;29.06.2016
1643;50410630,91;72775;30.06.2016
1644;27641369,52;34293;01.07.2016
1645;15993908,49;20039;02.07.2016
1646;4993047,35;6668;03.07.2016
1647;21021670,32;25736;04.07.2016
1648;19253856,85;21945;05.07.2016
1649;19644539,96;22155;06.07.2016
1650;18945867,59;21625;07.07.2016
1651;18713774,3;22209;08.07.2016
1652;14234066,22;16943;09.07.2016
1653;4758041,81;6160;10.07.2016
1654;18080080,35;21610;11.07.2016
1655;15612669,22;18651;12.07.2016
1656;19155006,61;26713;13.07.2016
1657;31431100,3;55159;14.07.2016
1658;37408942,77;70374;15.07.2016
1659;35846323,92;70061;16.07.2016
1660;9615779;17274;17.07.2016
1661;50937987,9;102123;18.07.2016
1662;49162841,49;95157;19.07.2016
1663;48754775,27;92925;20.07.2016
1664;52556753,05;98954;21.07.2016
1665;49632811,73;92124;22.07.2016
1666;35700763,58;67673;23.07.2016
1667;9735020,81;18122;24.07.2016
1668;51032037,1;95342;25.07.2016
1669;42024135,3;73402;26.07.2016
1670;33615424,39;57019;27.07.2016
1671;37699686,52;63814;28.07.2016
1672;36712143,23;61498;29.07.2016
1673;28056433,34;47285;30.07.2016
1674;9752163,26;15888;31.07.2016
1675;29011675,76;39712;01.08.2016
1676;24556679,44;31958;02.08.2016
1677;20466476,6;25422;03.08.2016
1678;17143677,64;21392;04.08.2016
1679;16291181,26;20845;05.08.2016
1680;11291804,97;13981;06.08.2016
1681;4211765,7;5400;07.08.2016
1682;19617358,8;24354;08.08.2016
1683;16983373,95;21022;09.08.2016
1684;17997968,08;22917;10.08.2016
1685;17364020,1;21275;11.08.2016
1686;22105009,53;32033;12.08.2016
1687;20842429,42;34236;13.08.2016
1688;7914764,15;12396;14.08.2016
1689;44239029,61;80536;15.08.2016
1690;46043281,3;83817;16.08.2016
1691;51176805,41;95294;17.08.2016
1692;49531233,07;93438;18.08.2016
1693;46202608,24;86855;19.08.2016
1694;34440006,45;64388;20.08.2016
1695;8799103,88;15549;21.08.2016
1696;51179621,57;96875;22.08.2016
1697;43064171,23;79216;23.08.2016
1698;50797388,03;92487;24.08.2016
1699;44795220,28;79553;25.08.2016
1700;36508058,99;61659;26.08.2016
1701;25574843,03;44043;27.08.2016
1702;8561049,19;14433;28.08.2016
1703;36719126,52;61663;29.08.2016
1704;44955487,32;73240;30.08.2016
1705;43550732,11;67709;31.08.2016
1706;24701954,55;30637;01.09.2016
1707;20939505,63;24916;02.09.2016
1708;14187537,77;18092;03.09.2016
1709;5273721,33;6501;04.09.2016
1710;23381006,07;27837;05.09.2016
1711;19955405,9;23388;06.09.2016
1712;17828431,29;20164;07.09.2016
1713;17129369,87;19339;08.09.2016
1714;17948344,19;21340;09.09.2016
1715;13831458,05;17230;10.09.2016
1716;4729916,12;5806;11.09.2016
1717;19435336,09;24438;12.09.2016
1718;19614270,82;26574;13.09.2016
1719;22959436,31;35093;14.09.2016
1720;35582920,81;59629;15.09.2016
1721;43915508,39;76899;16.09.2016
1722;36924758;65975;17.09.2016
1723;11577371,1;18930;18.09.2016
1724;58270595,1;108736;19.09.2016
1725;59752450,57;107373;20.09.2016
1726;55002921,35;97803;21.09.2016
1727;55820579,31;98149;22.09.2016
1728;50249462,97;88304;23.09.2016
1729;43654351,02;76721;24.09.2016
1730;13896383,36;23631;25.09.2016
1731;52315000,73;89002;26.09.2016
1732;44666784,17;73855;27.09.2016
1733;42042270,09;67684;28.09.2016
1734;42549765,66;67474;29.09.2016
1735;47050561,41;71330;30.09.2016
1736;22035882,68;28645;01.10.2016
1737;7825738,56;10138;02.10.2016
1738;27302604,84;33225;03.10.2016
1739;21695602,15;25396;04.10.2016
1740;21879775,15;24466;05.10.2016
1741;19664540,43;21378;06.10.2016
1742;18390003,26;20240;07.10.2016
1743;13344849,65;16063;08.10.2016
1744;5625120,84;6728;09.10.2016
1745;22209195,16;25020;10.10.2016
1746;19944490,06;21655;11.10.2016
1747;19748419,22;22294;12.10.2016
1748;19278427,84;23892;13.10.2016
1749;25688647,82;37245;14.10.2016
1750;29113602,38;45802;15.10.2016
1751;12103011,98;17772;16.10.2016
1752;56195401,42;94501;17.10.2016
1753;61601151,05;102853;18.10.2016
1754;64449804,1;108118;19.10.2016
1755;62354407,56;101632;20.10.2016
1756;61080117,18;100096;21.10.2016
1757;48126491,37;78226;22.10.2016
1758;14448014,48;22352;23.10.2016
1759;66049774,13;108436;24.10.2016
1760;57877398,86;88714;25.10.2016
1761;49486354,73;73687;26.10.2016
1762;44788494,71;65953;27.10.2016
1763;40287368,12;59220;28.10.2016
1764;38949021,75;57842;29.10.2016
1765;12817052,75;18516;30.10.2016
1766;53491339,3;74874;31.10.2016
1767;29443430,69;33411;01.11.2016
1768;23565587,37;25277;02.11.2016
1769;20831520,27;22373;03.11.2016
1770;5694239,34;5882;04.11.2016
1771;11210816,47;12379;05.11.2016
1772;5497178,57;5851;06.11.2016
1773;23583686,27;23490;07.11.2016
1774;18700808,84;19341;08.11.2016
1775;21462765,47;22460;09.11.2016
1776;19939360,4;20883;10.11.2016
1777;20953749,47;21947;11.11.2016
1778;17476854,75;19429;12.11.2016
1779;6595187,24;7307;13.11.2016
1780;23431871,45;26224;14.11.2016
1781;27120602,03;34086;15.11.2016
1782;36641083,49;50542;16.11.2016
1783;52315894,17;80109;17.11.2016
1784;62159022,03;98443;18.11.2016
1785;58970802,84;92299;19.11.2016
1786;23121359,16;33376;20.11.2016
1787;77578055,57;123913;21.11.2016
1788;73814245,59;115931;22.11.2016
1789;70683920,42;108597;23.11.2016
1790;61376694,59;93687;24.11.2016
1791;61179949,39;90571;25.11.2016
1792;47066895,7;69011;26.11.2016
1793;14742133,98;20643;27.11.2016
1794;65613808,6;93636;28.11.2016
1795;62612295,78;87190;29.11.2016
1796;63457614,8;83963;30.11.2016
1797;31876311,54;34068;01.12.2016
1798;26327515,39;27365;02.12.2016
1799;19630363,25;21148;03.12.2016
1800;7771600,33;8140;04.12.2016
1801;24320608,02;24221;05.12.2016
1802;25159795,68;23916;06.12.2016
1803;23250130,05;21595;07.12.2016
1804;22045006,23;22177;08.12.2016
1805;24578019,93;26059;09.12.2016
1806;21924998,65;24665;10.12.2016
1807;7909135,46;8627;11.12.2016
1808;28120280,52;31024;12.12.2016
1809;28440621,71;33964;13.12.2016
1810;33380039,11;41290;14.12.2016
1811;49689550,9;65304;15.12.2016
1812;58085502,13;82273;16.12.2016
1813;54261181,86;79412;17.12.2016
1814;22682112,9;31223;18.12.2016
1815;81064446,14;119694;19.12.2016
1816;79050112,68;113251;20.12.2016
1817;77823932,59;108738;21.12.2016
1818;73365620,26;103284;22.12.2016
1819;72591608,48;100329;23.12.2016
1820;62740957,47;87130;24.12.2016
1821;22876316,84;31153;25.12.2016
1822;73358778,54;95789;26.12.2016
1823;63522232,05;80247;27.12.2016
1824;59923358,23;74167;28.12.2016
1825;60295734,14;72628;29.12.2016
1826;61581258,69;70877;30.12.2016
1827;14803012,56;17268;31.12.2016
1828;3015455,26;3357;01.01.2017
1829;4200688,83;4607;02.01.2017
1830;4001548,42;4429;03.01.2017
1831;4887939,73;5686;04.01.2017
1832;5049347,22;5988;05.01.2017
1833;4084445,46;4467;06.01.2017
1834;3192671,26;3388;07.01.2017
1835;4795236,7;5246;08.01.2017
1836;33616955,92;34802;09.01.2017
1837;26411623,6;26733;10.01.2017
1838;21634395,64;21789;11.01.2017
1839;22493981,21;24172;12.01.2017
1840;26921746,13;32887;13.01.2017
1841;26875642,51;36249;14.01.2017
1842;12641520,37;16567;15.01.2017
1843;56262828,7;83042;16.01.2017
1844;66809900,3;100471;17.01.2017
1845;68036634,93;102451;18.01.2017
1846;64441822,88;96130;19.01.2017
1847;72505037,33;108176;20.01.2017
1848;58844501,52;87686;21.01.2017
1849;19317792,4;26706;22.01.2017
1850;79192291,09;116146;23.01.2017
1851;73834772,26;105623;24.01.2017
1852;59698625,29;83120;25.01.2017
1853;56869128;75875;26.01.2017
1854;52847457,68;70073;27.01.2017
1855;41561697;56896;28.01.2017
1856;13121219,86;17388;29.01.2017
1857;59503050,37;77319;30.01.2017
1858;60307313,9;73563;31.01.2017
1859;29609576,91;30662;01.02.2017
1860;24365005,85;24211;02.02.2017
1861;22232700,47;20743;03.02.2017
1862;16862484,51;17722;04.02.2017
1863;9454407,69;10601;05.02.2017
1864;22073132,31;21378;06.02.2017
1865;17932117,62;16617;07.02.2017
1866;19730034,79;18848;08.02.2017
1867;19264632;18370;09.02.2017
1868;20269307,23;20619;10.02.2017
1869;17394594,81;18169;11.02.2017
1870;7264365,34;7469;12.02.2017
1871;23881429,35;25722;13.02.2017
1872;26166773,17;30973;14.02.2017
1873;36615343,78;47433;15.02.2017
1874;52003665,77;73011;16.02.2017
1875;66043171,99;96762;17.02.2017
1876;55404825,56;81922;18.02.2017
1877;20520402,04;28017;19.02.2017
1878;82385240,45;122832;20.02.2017
1879;82761508,19;120169;21.02.2017
1880;86551411,7;123488;22.02.2017
1881;15802108,16;20959;23.02.2017
1882;42560818,73;62472;24.02.2017
1883;37723857,77;54687;25.02.2017
1884;20318671,41;27246;26.02.2017
1885;104070400;142482;27.02.2017
1886;108214748,9;138735;28.02.2017
1887;54272173,32;63381;01.03.2017
1888;44197024,52;49119;02.03.2017
1889;33642775,97;36146;03.03.2017
1890;26614521,95;30678;04.03.2017
1891;9615880,91;11490;05.03.2017
1892;30215898,95;31643;06.03.2017
1893;22070769,8;22915;07.03.2017
1894;5681085,81;6181;08.03.2017
1895;22410087,14;23704;09.03.2017
1896;27612406,09;29140;10.03.2017
1897;22060006,76;25160;11.03.2017
1898;8224408,67;9133;12.03.2017
1899;27699208,54;32026;13.03.2017
1900;32865437,07;42741;14.03.2017
1901;50182525,06;71722;15.03.2017
1902;62996205,98;94379;16.03.2017
1903;62322790,42;94924;17.03.2017
1904;55123606,2;85286;18.03.2017
1905;19321302,25;27965;19.03.2017
1906;89097593,81;138507;20.03.2017
1907;75919527,07;113656;21.03.2017
1908;69101073,15;102838;22.03.2017
1909;57783953,16;85844;23.03.2017
1910;59626367,08;88766;24.03.2017
1911;44331657,37;65484;25.03.2017
1912;11413819,84;15804;26.03.2017
1913;54742069,17;78807;27.03.2017
1914;47017044,22;66274;28.03.2017
1915;42775886,36;59013;29.03.2017
1916;44438449,67;59682;30.03.2017
1917;45569448,61;58330;31.03.2017
1918;21809206,94;25456;01.04.2017
1919;7997620,58;8341;02.04.2017
1920;24144737,84;24488;03.04.2017
1921;22127971,17;22742;04.04.2017
1922;23226396,28;24426;05.04.2017
1923;21912143,42;22383;06.04.2017
1924;19694058,61;19894;07.04.2017
1925;15142736,01;16475;08.04.2017
1926;7544262,35;8832;09.04.2017
1927;27153468,05;29931;10.04.2017
1928;24291150,56;26875;11.04.2017
1929;25441685,84;31748;12.04.2017
1930;23607586,67;31004;13.04.2017
1931;28626926,7;39466;14.04.2017
1932;22880636,74;31512;15.04.2017
1933;8423406,68;10841;16.04.2017
1934;43682217,42;65861;17.04.2017
1935;55554084,83;88623;18.04.2017
1936;68511354,63;111622;19.04.2017
1937;76551539,48;125274;20.04.2017
1938;70584884,84;113697;21.04.2017
1939;54172948,77;87348;22.04.2017
1940;19184898,86;28798;23.04.2017
1941;81942085,13;131637;24.04.2017
1942;68120607,54;103305;25.04.2017
1943;57867004,78;84183;26.04.2017
1944;57450472,06;81063;27.04.2017
1945;61976908,72;86138;28.04.2017
1946;41838802,62;57148;29.04.2017
1947;16994730,88;22817;30.04.2017
1948;9098712,75;9677;01.05.2017
1949;38090137,15;43672;02.05.2017
1950;30049424,68;33786;03.05.2017
1951;25417856,65;27272;04.05.2017
1952;26499320,6;29773;05.05.2017
1953;15959499,08;18869;06.05.2017
1954;5825871,56;7084;07.05.2017
1955;5598677,01;6958;08.05.2017
1956;4425959,31;5281;09.05.2017
1957;27245551,65;30390;10.05.2017
1958;25459278,91;27017;11.05.2017
1959;25697275,07;29472;12.05.2017
1960;18028888,2;22792;13.05.2017
1961;7698004,89;10135;14.05.2017
1962;38691369,72;52829;15.05.2017
1963;47414000,18;71906;16.05.2017
1964;61772471,88;98549;17.05.2017
1965;68451295,65;110687;18.05.2017
1966;66870396,06;108823;19.05.2017
1967;49273625,13;81200;20.05.2017
1968;15656284,84;24162;21.05.2017
1969;76959771,07;123482;22.05.2017
1970;70297035,1;111067;23.05.2017
1971;66110685,87;103242;24.05.2017
1972;56438000,27;85486;25.05.2017
1973;46562225,01;67297;26.05.2017
1974;31192652,56;45790;27.05.2017
1975;11455117,55;16536;28.05.2017
1976;51086521,42;74804;29.05.2017
1977;49615317,78;70874;30.05.2017
1978;47487889,06;62615;31.05.2017
1979;30536129,23;33043;01.06.2017
1980;22340549,57;23813;02.06.2017
1981;15603828,78;17492;03.06.2017
1982;6781172,67;8309;04.06.2017
1983;23995532,83;25548;05.06.2017
1984;24421330,46;27820;06.06.2017
1985;19556406,67;20431;07.06.2017
1986;19407164,76;21043;08.06.2017
1987;21376640,21;25687;09.06.2017
1988;16692460,91;20549;10.06.2017
1989;4546213,1;5500;11.06.2017
1990;5408053,68;6449;12.06.2017
1991;25798110,98;33502;13.06.2017
1992;28561757,74;40876;14.06.2017
1993;39323380,69;61945;15.06.2017
1994;50478526,5;85710;16.06.2017
1995;36299129,8;64309;17.06.2017
1996;13278079,6;21820;18.06.2017
1997;73650028,47;133785;19.06.2017
1998;67089157,29;117962;20.06.2017
1999;61598651,42;105620;21.06.2017
2000;62180439,7;107618;22.06.2017
2001;57592912,55;97622;23.06.2017
2002;41545193,21;71263;24.06.2017
2003;13522206,8;21623;25.06.2017
2004;53060049,37;84710;26.06.2017
2005;47513388,11;73596;27.06.2017
2006;46370879,38;70053;28.06.2017
2007;46439973,36;68353;29.06.2017
2008;53064418,88;71943;30.06.2017
2009;23793563,9;27976;01.07.2017
2010;9027541,77;11469;02.07.2017
2011;30552132,15;36725;03.07.2017
2012;26268746,38;29156;04.07.2017
2013;24737483,7;28546;05.07.2017
2014;23317539,05;26790;06.07.2017
2015;20755793,97;23513;07.07.2017
2016;13128356,54;15592;08.07.2017
2017;6107498,37;7507;09.07.2017
2018;22597567,86;26025;10.07.2017
2019;21689408,38;25947;11.07.2017
2020;19334020,79;24416;12.07.2017
2021;25343091,86;35284;13.07.2017
2022;31598942,73;50048;14.07.2017
2023;28296679,37;47838;15.07.2017
2024;10592596,2;16539;16.07.2017
2025;55207696,5;98971;17.07.2017
2026;54178798,78;97997;18.07.2017
2027;58995408,3;104901;19.07.2017
2028;59944814,52;104183;20.07.2017
2029;56942499,33;97884;21.07.2017
2030;36326015,63;63822;22.07.2017
2031;12486634,56;20447;23.07.2017
2032;64032920,63;113708;24.07.2017
2033;55570373,7;92173;25.07.2017
2034;44150752,69;69984;26.07.2017
2035;40221521;61500;27.07.2017
2036;40474379,02;60968;28.07.2017
2037;27229263,86;42171;29.07.2017
2038;9953333,21;15404;30.07.2017
2039;51020124,05;75456;31.07.2017
2040;28231026,48;34665;01.08.2017
2041;22688404,91;25885;02.08.2017
2042;20451686,24;25095;03.08.2017
2043;20109454,18;23966;04.08.2017
2044;15910518,86;21548;05.08.2017
2045;7695320,54;10496;06.08.2017
2046;22250193,21;26361;07.08.2017
2047;18956182,23;21885;08.08.2017
2048;17137574,95;19844;09.08.2017
2049;18563951,2;22313;10.08.2017
2050;19784175,66;24925;11.08.2017
2051;13333294,91;19020;12.08.2017
2052;6188849,24;8277;13.08.2017
2053;27267258,21;41042;14.08.2017
2054;29913296,85;46137;15.08.2017
2055;38540506,5;65471;16.08.2017
2056;48717408,1;86847;17.08.2017
2057;55674141,55;101608;18.08.2017
2058;39321145,83;71790;19.08.2017
2059;15486863,8;26229;20.08.2017
2060;65158000,26;119501;21.08.2017
2061;58843124,96;104812;22.08.2017
2062;57195806,94;100191;23.08.2017
2063;46383062,11;79473;24.08.2017
2064;47862050,47;80912;25.08.2017
2065;31773390,74;52304;26.08.2017
2066;10718617,4;17012;27.08.2017
2067;49345283,64;81259;28.08.2017
2068;43319519,87;69603;29.08.2017
2069;43018409,84;65978;30.08.2017
2070;46775883,05;66413;31.08.2017
2071;25398779,49;28549;01.09.2017
2072;17815979,94;22787;02.09.2017
2073;8857796,02;10721;03.09.2017
2074;24455440,4;29248;04.09.2017
2075;26342424,4;31770;05.09.2017
2076;21211609,83;24488;06.09.2017
2077;18863699,24;21055;07.09.2017
2078;20675139,37;22748;08.09.2017
2079;14615705,27;17235;09.09.2017
2080;7619831,21;9250;10.09.2017
2081;21632034,12;25003;11.09.2017
2082;20529838,72;24962;12.09.2017
2083;22177520,48;28340;13.09.2017
2084;28828650,82;43345;14.09.2017
2085;38773295,97;63129;15.09.2017
2086;34835470,32;58249;16.09.2017
2087;12941698,45;20110;17.09.2017
2088;55488032,64;98492;18.09.2017
2089;64918115,86;114717;19.09.2017
2090;69005280,11;121331;20.09.2017
2091;62005538,86;107670;21.09.2017
2092;57098398,89;100033;22.09.2017
2093;42875882,9;74391;23.09.2017
2094;14288408,2;23531;24.09.2017
2095;56726995,5;95539;25.09.2017
2096;53300430,42;85389;26.09.2017
2097;45017209,58;75346;27.09.2017
2098;46410974,36;74093;28.09.2017
2099;51377849,29;78766;29.09.2017
2100;41283249,6;64313;30.09.2017
2101;12893109,99;15140;01.10.2017
2102;34533135,62;43309;02.10.2017
2103;30397940,1;36508;03.10.2017
2104;25538683,47;31024;04.10.2017
2105;22667193,99;24302;05.10.2017
2106;21681139,5;25209;06.10.2017
2107;15707989,98;18848;07.10.2017
2108;7914898,97;9362;08.10.2017
2109;22789586,53;25557;09.10.2017
2110;23168269,86;26217;10.10.2017
2111;20899465,71;22646;11.10.2017
2112;22041943,84;26587;12.10.2017
2113;23283532,65;30820;13.10.2017
2114;21455198,11;30129;14.10.2017
2115;9851589,3;12714;15.10.2017
2116;36751554,06;55455;16.10.2017
2117;42618119,75;71010;17.10.2017
2118;47882993;82293;18.10.2017
2119;55372389,91;97154;19.10.2017
2120;67529886,81;118697;20.10.2017
2121;53346853,86;96126;21.10.2017
2122;18573546,15;29849;22.10.2017
2123;79497711,63;139886;23.10.2017
2124;75638841,29;129893;24.10.2017
2125;70719330,26;114385;25.10.2017
2126;53848983,72;84695;26.10.2017
2127;49681620,45;77631;27.10.2017
2128;39473593,4;61994;28.10.2017
2129;14325320,42;21170;29.10.2017
2130;60835686,87;93105;30.10.2017
2131;53402091,78;77413;31.10.2017
2132;30299616,74;35224;01.11.2017
2133;24603857,31;28784;02.11.2017
2134;23556713,7;26749;03.11.2017
2135;8892130,09;11056;04.11.2017
2136;9772345,06;13129;05.11.2017
2137;14501523,88;17282;06.11.2017
2138;27065628,66;28406;07.11.2017
2139;24377867,74;25133;08.11.2017
2140;23069136,86;24377;09.11.2017
2141;24912502,4;27602;10.11.2017
2142;20090232,84;22430;11.11.2017
2143;9245717,55;10231;12.11.2017
2144;28596515,29;33357;13.11.2017
2145;30760586,54;37870;14.11.2017
2146;37765106,61;50442;15.11.2017
2147;48893138,97;70500;16.11.2017
2148;61875017,06;96979;17.11.2017
2149;57724129,62;91743;18.11.2017
2150;21376062,34;30491;19.11.2017
2151;94755633,31;150349;20.11.2017
2152;86785363,07;136860;21.11.2017
2153;77509667,19;123530;22.11.2017
2154;68715293,72;108949;23.11.2017
2155;69140401,63;106019;24.11.2017
2156;54870364,87;83442;25.11.2017
2157;18501213,89;25630;26.11.2017
2158;67625917,16;98934;27.11.2017
2159;59020297,16;84212;28.11.2017
2160;59227232,01;83168;29.11.2017
2161;61426257,37;84337;30.11.2017
2162;31944949,23;35188;01.12.2017
2163;22798566,05;27639;02.12.2017
2164;13021254,79;15659;03.12.2017
2165;29490413,62;31815;04.12.2017
2166;28749895,11;30297;05.12.2017
2167;25618791,8;26070;06.12.2017
2168;21975479,73;22170;07.12.2017
2169;22219282,75;22735;08.12.2017
2170;19496029,55;21124;09.12.2017
2171;10175502,41;11215;10.12.2017
2172;25935243,49;26107;11.12.2017
2173;27226687,36;27071;12.12.2017
2174;32156203,39;34400;13.12.2017
2175;33318017,6;38949;14.12.2017
2176;39716488,23;51791;15.12.2017
2177;39432917,92;53602;16.12.2017
2178;23532981,39;30189;17.12.2017
2179;77056975,67;114294;18.12.2017
2180;85079578,52;131587;19.12.2017
2181;98236373,62;151653;20.12.2017
2182;90692795,71;139507;21.12.2017
2183;91030901,96;140943;22.12.2017
2184;73505118,26;116117;23.12.2017
2185;33984578,37;48320;24.12.2017
2186;96183983,65;140094;25.12.2017
2187;76625581,25;103681;26.12.2017
2188;73367468,52;95375;27.12.2017
2189;69442800,28;87987;28.12.2017
2190;74733861,01;90557;29.12.2017
2191;52355279,82;63665;30.12.2017
2192;12661261,16;13927;31.12.2017
2193;3118023,79;3466;01.01.2018
2194;5704295,13;6353;02.01.2018
2195;6643765,36;8050;03.01.2018
2196;7169959,58;8467;04.01.2018
2197;8523875,93;11098;05.01.2018
2198;6984839,42;9015;06.01.2018
2199;1125823,28;1510;07.01.2018
2200;2690758,98;3323;08.01.2018
2201;35257207,82;37076;09.01.2018
2202;29758086,91;31518;10.01.2018
2203;26244506,82;27944;11.01.2018
2204;26128157,47;29934;12.01.2018
2205;21149713,8;26855;13.01.2018
2206;10646332,97;12894;14.01.2018
2207;41869209,5;56568;15.01.2018
2208;51372226,19;75564;16.01.2018
2209;63662266,15;99025;17.01.2018
2210;71039571,31;115166;18.01.2018
2211;76333363,13;124676;19.01.2018
2212;67412494,71;112850;20.01.2018
2213;23425124,99;34026;21.01.2018
2214;89396359,96;144350;22.01.2018
2215;81020495,13;130105;23.01.2018
2216;76209257,03;118724;24.01.2018
2217;65952285,41;97856;25.01.2018
2218;58225892,75;84040;26.01.2018
2219;42514367,24;64980;27.01.2018
2220;17903138,49;24225;28.01.2018
2221;61737938,36;87730;29.01.2018
2222;57127972,81;79229;30.01.2018
2223;55150958,27;71936;31.01.2018
2224;27505912,93;29939;01.02.2018
2225;23465100,96;25070;02.02.2018
2226;17848852,71;20670;03.02.2018
2227;9909410;11450;04.02.2018
2228;25398731,35;27639;05.02.2018
2229;25071973,43;26445;06.02.2018
2230;21066301,38;20406;07.02.2018
2231;21155552,23;21221;08.02.2018
2232;26176726,15;27064;09.02.2018
2233;19985258,87;22475;10.02.2018
2234;10809279,71;11182;11.02.2018
2235;27153786,9;27949;12.02.2018
2236;26024798,8;28887;13.02.2018
2237;28947580,82;36363;14.02.2018
2238;34700933,11;45588;15.02.2018
2239;38483035,81;51642;16.02.2018
2240;34299018,76;50490;17.02.2018
2241;10785887,08;14474;18.02.2018
2242;80861255,53;132446;19.02.2018
2243;93573960,37;152345;20.02.2018
2244;94495154,26;152921;21.02.2018
2245;98820759,57;160506;22.02.2018
2246;16926312,31;24921;23.02.2018
2247;56483406,29;92831;24.02.2018
2248;29453571,77;42270;25.02.2018
2249;111389128,5;169029;26.02.2018
2250;101118994,9;144526;27.02.2018
2251;100060173,7;137517;28.02.2018
2252;46744104,37;56480;01.03.2018
2253;36429048,38;42490;02.03.2018
2254;26733689,43;34556;03.03.2018
2255;14790583,45;18896;04.03.2018
2256;33501919,14;39841;05.03.2018
2257;28188418,72;30684;06.03.2018
2258;27130402,85;29831;07.03.2018
2259;7161068,9;7791;08.03.2018
2260;12187746,88;14001;09.03.2018
2261;13369780,77;15731;10.03.2018
